Uniprot	Histones	Absolute quantification accuracy	Length	Mass	Chromatome	Unique_razor_pept	Total_pept	Copy number Chromatome	protein_group
NaN		high	154	16.832	6784160.50554167	8	8	84604799.111729	P63241
NaN		low	325	35.092	NaN	2	2	0	Q96GY0
NaN		medium	425	47.82	3222185.9524025	8	14	14560667.1779823	Q16576
NaN		high	2647	280.739	1870078.6270925	69	80	1356830.29109389	P21333
NaN		high	546	64.468	2448423.076625	12	12	8612186.51003646	Q5VTL8
NaN		high	902	102.534	803020.391691667	13	13	1709777.67225401	Q9BSJ2
NaN		high	1670	189.032	446228.864809167	20	20	513169.449558376	Q9UK61
NaN		high	784	85.596	NaN	10	12	0	Q01813
NaN		high	547	60.694	NaN	9	9	0	P83111
NaN		high	845	95.926	NaN	30	30	0	Q8NE71
NaN		high	548	63.973	NaN	11	11	0	O15371
NaN		medium	1512	164.923	303456.917643333	6	9	385447.165371696	Q14004
NaN		high	732	82.705	5282917.031	31	31	13860609.0537159	P13010
NaN		high	623	62.064	17257725.2731667	31	32	53200425.9679636	P35527
NaN		medium	86	10.135	2821050.83673167	5	5	62998769.426888	Q9BWJ5
NaN		high	529	59.578	10329489.2661	25	25	37500994.2182468	Q9Y2X3
NaN		medium	590	62.378	2689579.77245	21	40	8754916.80358722	P13647
NaN		high	1014	113.084	15871593.501865	52	52	30060914.0659858	P09874
NaN		high	707	76.149	30171039.678525	30	32	81957833.0762742	P23246
NaN		high	228	26.21	741606.321560833	9	9	6246808.33784072	Q9HB71
NaN		high	586	65.401	6990828.44609667	26	26	22911347.578481	Q9UHD8
NaN		high	435	49.655	2472392.39096333	17	17	10915603.364991	Q96CW1
NaN		high	737	82.565	1453618.2856425	21	24	3787934.79746815	Q9BQ39
NaN		high	548	59.621	1055371.24195667	18	18	3698659.07966932	P50990
NaN		high	437	49.031	797220.65806	13	13	3503617.70289683	P62495
NaN		medium	286	32.235	6674315.55940833	5	5	44818808.6460353	P43307
NaN		high	329	37.013	406721.220159167	8	8	2374217.70324208	Q9H147
NaN		medium	123	14.551	12627527.48	3	3	197166358.753396	P42766
NaN		medium	2725	291.022	1409894.632825	31	43	993664.457599552	Q14315
NaN		medium	189	21.054	2215567.77896917	3	3	22513490.9225238	O14683
NaN		medium	462	52.186	431746.652311667	6	6	1794760.93645643	Q92759
NaN		low	622	72.044	545001.879560833	2	2	1682779.53022224	Q96NE9
NaN		medium	745	86.983	970436.953206667	4	4	2501673.67230048	Q13617
NaN		low	1810	199.209	733463.752608333	1	1	778250.998200403	Q5JV73
NaN		medium	345	37.205	NaN	6	6	0	Q9H3K2
NaN		medium	300	33.331	NaN	7	7	0	Q15526
NaN		low	1336	148.936	NaN	1	1	0	Q8N6C5
NaN		high	463	51.157	NaN	20	20	0	Q9Y230
NaN		medium	327	35.136	NaN	4	6	0	P16220
NaN		high	1412	159.836	NaN	17	17	0	Q96PC5
NaN		low	563	61.626	NaN	1	1	0	Q5SRN2
NaN		low	507	55.802	NaN	4	13	0	P78386
NaN		medium	357	37.564	NaN	5	5	0	O00303
NaN		high	332	36.225	21623852.0698792	8	9	125087693.069316	Q99729
NaN		high	1871	208.701	1663143.41352583	64	64	1707165.07678587	Q14690
NaN		high	856	95.739	3489793.08605	22	23	7829707.14404539	Q9BUJ2
NaN		low	1308	145.274	82767013.6041667	1	1	121525984.054286	Q9C0A0
NaN		medium	623	69.603	9459437.35132417	19	26	29160627.4026269	O60506
NaN		high	226	25.003	3936384.19754167	10	10	33450964.5986682	Q15005
NaN		medium	821	92.924	704771.82095	3	3	1648636.76045729	Q14156
NaN		medium	285	32.178	NaN	7	7	0	Q9NPL8
NaN		high	268	28.316	1067519.06732833	9	9	7649982.68155567	P04632
NaN		high	545	60.534	1349077.63721667	24	24	4754009.5104787	P49368
NaN		high	164	19.33	29343013.6094	11	12	343621613.022422	P84103
NaN		medium	406	46.154	1126999.54737833	8	15	5331105.9433206	P60842
NaN		low	8797	1011.086	2286568.537765	1	3	499193.861964424	Q8NF91
NaN		high	241	26.923	NaN	9	9	0	O00299
NaN		medium	1147	125.869	NaN	8	11	0	O95104
NaN		high	412	45.746	959181.196828333	9	9	4471189.18021872	O60884
NaN		medium	182	20.7	NaN	6	6	0	P55145
NaN		high	381	43.665	2691449.612525	15	15	13566908.0990869	Q13601
NaN		high	522	56.085	5039390.50352	23	23	18540742.2040498	Q9P258
NaN	+	high	372	40.058	6621257.61538667	14	16	34183549.0570543	Q9P0M6
NaN		high	1217	141.542	2625111.5115	56	56	4142636.08036681	Q9UQE7
NaN		high	740	82.432	6528671.50041667	28	28	16943873.578446	Q92499
NaN		medium	153	17.201	3083074.94625	4	4	38700115.0773732	Q9NX24
NaN		low	180	20.615	2028438.08793333	1	1	21642571.2897296	Q96LM6
NaN		low	892	98.768	3581773.356775	1	1	7711748.40630285	P59044
NaN		medium	72	8.006	NaN	4	4	0	Q9UBI6
NaN		medium	135	15.164	479844.349805	6	6	6826313.38230585	Q01469
NaN		high	859	94.661	NaN	13	13	0	Q9Y2D5
NaN		low	64	7.066	NaN	1	1	0	Q9Y2S6
NaN		high	648	73.584	2898489.96975833	26	26	8590459.6272908	Q15397
NaN		high	1102	123.563	2398923.78918917	38	38	4180752.53558685	Q9H2P0
NaN		high	881	97.415	543984.713761667	23	23	1185851.73333691	Q99959
NaN		high	930	103.533	2118780.26083	19	21	4375448.48391893	P98175
NaN		medium	119	13.373	10212436.2640167	3	3	164816999.25063	P60866
NaN		medium	418	46.406	2252890.76498667	6	6	10351027.3988226	O76062
NaN		medium	746	85.363	397437.0937325	6	6	1023173.24695645	Q15910
NaN		low	591	71.076	NaN	1	1	0	Q8NFR7
NaN		medium	140	14.96	NaN	5	5	0	Q9NPJ3
NaN		high	5890	629.101	25794682.468025	228	229	8410745.58824939	Q09666
NaN		high	118	13.527	12392212.38315	9	9	201690965.886528	P62316
NaN		medium	110	12.405	4314427.93885833	7	7	75326907.7657228	Q7RTV0
NaN		high	894	95.338	13881893.2463583	32	37	29821589.4236672	Q12906
NaN		high	1233	143.233	3206076.23206667	60	63	4993791.12377985	Q14683
NaN	+	medium	194	20.863	20199052.379775	7	7	199962644.02388	P07305
NaN		medium	649	71.439	568790.438326667	7	7	1683166.95189684	Q86X29
NaN		medium	312	35.093	NaN	6	6	0	Q5HYI7
NaN		medium	239	27.079	NaN	4	4	0	Q9UM00
NaN		high	541	59.671	NaN	18	18	0	P48643
NaN		low	93	10.143	NaN	1	1	0	Q9Y241
NaN		low	378	42.25	NaN	1	1	0	Q99500
NaN		low	311	35.091	NaN	1	1	0	Q8NH60
NaN		high	464	54.178	NaN	8	8	0	Q53EZ4
NaN		low	711	75.996	NaN	1	1	0	O94850
NaN		medium	356	37.498	3654524.986725	10	15	19715170.7494505	Q15365
NaN		high	294	32.575	111394855.342	12	12	727674922.985309	P06748
NaN		medium	192	21.863	10410857.8058583	7	7	104136958.993945	P32969
NaN		high	709	81.075	9047981.82265083	29	29	24508971.6461801	Q08945
NaN		high	556	60.344	944703.138313333	19	19	3263173.54667469	P17987
NaN		high	720	80.42	1463220.028645	22	23	3902983.77491697	O95573
NaN		high	378	39.595	33551938.052875	14	17	170469001.209688	P51991
NaN		medium	433	48.337	1117259.91755167	7	7	4955482.27692454	P14635
NaN		low	184	20.47	NaN	1	1	0	Q8N7Q2
NaN		high	322	36.232	NaN	12	12	0	Q96NB2
NaN		high	800	90.255	NaN	29	29	0	O43290
NaN		high	557	65.602	NaN	19	19	0	Q13123
NaN		high	575	66.516	NaN	14	14	0	Q9BYC5
NaN		medium	400	44.106	144694344.577333	28	43	694722189.878023	P08727
NaN		medium	132	14.515	7326165.52779167	7	7	106591457.548369	P25398
NaN		high	620	70.593	4530764.8636075	15	15	14034580.6169386	Q53F19
NaN		high	289	33.231	600088.947676667	7	8	3987836.92617058	Q6PK04
NaN		high	559	59.875	3535548.707705	18	18	12146876.6686895	Q9UHX1
NaN		low	190	21.196	NaN	1	1	0	Q32Q52
NaN		high	475	53.501	NaN	12	12	0	P26368
NaN		high	539	58.487	NaN	13	13	0	P49419
NaN		high	240	24.61	10630484.5739333	9	9	85067060.3176247	P14678
NaN		high	920	106.122	9071303.771175	26	27	18936577.44047	Q9NYF8
NaN		medium	242	27.68	632515.120466667	6	6	5019669.81644568	P31944
NaN		low	2170	237.013	NaN	1	1	0	Q86TB3
NaN		high	531	58.921	NaN	21	24	0	Q92925
NaN		high	1812	202.025	NaN	15	15	0	Q69YN4
NaN		medium	215	24.894	28891456.9263417	6	10	258077764.443008	P09429
NaN		high	902	101.431	1079682.47329917	22	22	2298841.97844843	Q7Z2W4
NaN		low	1843	198.561	1519950.56196667	2	2	1583885.31481575	Q702N8
NaN		high	706	79.955	NaN	14	16	0	O00139
NaN		low	235	26.261	NaN	1	1	0	Q8N9Z2
NaN		high	260	30.065	2274315.62165833	10	10	16799524.5826394	O95478
NaN		high	953	106.378	2746169.97095833	22	22	5534190.67690191	Q86VM9
NaN		high	826	93.674	3856390.85654167	14	16	8966451.47133413	Q8TCJ2
NaN		high	321	35.503	NaN	12	13	0	Q9BWM7
NaN		high	797	88.584	3813584.29588333	34	34	9189558.23526587	Q9Y4W6
NaN		high	2850	282.39	1735519.48488167	13	13	1169510.80630771	Q86YZ3
NaN		low	2627	290.49	NaN	1	1	0	Q99973
NaN		high	2677	302.88	3231408.17048	12	12	2318264.86228831	Q7Z333
NaN		medium	137	15.487	NaN	3	3	0	Q9BUV8
NaN		high	1050	116.831	NaN	16	16	0	O15164
NaN		high	1742	202.81	2273419.31075	21	27	2506403.56223008	Q9NQX4
NaN		high	271	29.702	3825355.02037167	13	13	27109534.5587857	Q9Y5M8
NaN		high	156	17.695	16655798.667	9	9	205050328.463011	P62750
NaN		high	248	27.745	27252633.4418583	13	14	211045647.135559	Q07955
NaN		medium	127	14.395	5163337.31407833	6	6	78081182.5330461	P53999
NaN		high	736	82.876	1848929.45645833	22	22	4824609.10765727	Q6PJT7
NaN		high	531	58.024	1120911.9044875	19	19	4054119.6841977	P40227
NaN		high	291	31.821	760054.510125833	9	9	5016159.72173738	Q15024
NaN		high	414	45.571	1715585.467675	10	12	7958507.3702671	P24468
NaN		high	739	83.166	NaN	12	12	0	P41250
NaN		low	2694	307.237	NaN	2	2	0	Q6ZS30
NaN		high	2335	273.6	5897645.15628333	105	105	4850777.55129315	Q6P2Q9
NaN		high	514	57.674	4289299.46703333	24	25	16026653.7662454	O60832
NaN		medium	173	18.999	9218605.84526667	5	5	102338429.634456	P51571
NaN		high	881	98.595	2139447.0105225	26	26	4663857.05632552	Q8TDD1
NaN		medium	151	16.273	13131081.1450833	4	4	167010256.478735	P62263
NaN		high	671	74.606	1149551.19215917	15	15	3290223.50925115	O76094
NaN		high	537	60.131	3098089.83631333	19	20	11079988.9286639	O75131
NaN		high	317	35.077	8433150.47709167	18	18	51091681.0890731	P63244
NaN		high	200	22.541	6082623.1464425	10	12	58409100.7128589	P61026
NaN		high	461	52.839	3289385.55295833	14	14	13703561.7279918	P56182
NaN		high	699	73.603	11613232.0771333	16	16	31907702.5200817	Q14978
NaN		low	75	8.745	692094.950569167	2	2	17722460.7201685	Q8WUW1
NaN		medium	699	78.768	475896.540049167	6	6	1307539.97934167	Q8N6R0
NaN		medium	148	16.537	NaN	5	5	0	P61626
NaN		high	2320	262.936	NaN	15	17	0	Q9NSI6
NaN		high	1270	140.958	22379532.16775	53	53	33842846.7849613	Q08211
NaN		high	313	35.079	3442590.96575	10	10	21123247.726195	Q6UXN9
NaN		medium	1616	176.41	5852351.10741667	3	3	6955183.97346535	Q13796
NaN		high	619	70.182	NaN	23	23	0	Q9UBU9
NaN		low	290	33.542	NaN	1	1	0	P11245
NaN		high	325	35.119	620919.276501667	10	10	3669200.01782988	Q6IAN0
NaN		low	288	32.574	NaN	1	1	0	O43688
NaN		medium	69	7.841	8029508.04443333	4	4	223490698.03387	P62857
NaN		medium	508	56.078	519144.151973333	7	7	1962654.52097569	Q96F86
NaN		medium	458	48.841	NaN	4	4	0	O43464
NaN		high	1049	113.748	NaN	11	11	0	Q02413
NaN		high	353	41.401	6958932.71404167	18	18	37860603.9119606	Q8TDN6
NaN		medium	257	26.888	10727861.876665	7	7	80167742.6679325	Q86V81
NaN		low	540	61.389	NaN	2	2	0	Q9NUN5
NaN		medium	558	61.68	NaN	3	3	0	P35052
NaN		high	443	48.227	11889254.96885	10	12	51543098.1638287	Q07666
NaN		low	328	35.923	987151.896491667	1	1	5780025.38331551	P0C025
NaN		high	414	44.713	3389288.669125	10	10	15722725.1929042	P25490
NaN		low	291	32.331	9599356.63541667	1	2	63353227.2589207	Q86SE5
NaN		high	293	34.222	2557813.4554	15	16	16765667.6370898	Q9BYG3
NaN		high	580	65.697	645206.722599167	10	10	2136438.99064929	Q8WX92
NaN		medium	464	49.256	NaN	7	7	0	Q15428
NaN		medium	318	36.382	NaN	3	3	0	Q96EU7
NaN		high	184	21.397	11951059.8375	9	10	124740707.519706	P18621
NaN		high	758	84.428	NaN	20	20	0	Q14684
NaN		medium	240	27.751	NaN	3	4	0	Q8WYH8
NaN		medium	128	14.174	7013400.39699167	7	7	105229684.695913	P55769
NaN		medium	729	80.272	7758975.19403583	25	34	20440731.8136754	Q92841
NaN		high	1282	145.807	1159487.86849083	26	26	1736991.88316141	Q14692
NaN		medium	247	27.978	4191945.566125	5	5	32594046.9237691	P57088
NaN		medium	580	65.828	776670.675191667	7	7	2571748.64311547	Q3MIX3
NaN		medium	146	15.799	NaN	3	3	0	P01034
NaN		medium	217	22.348	5284578.16069167	7	7	46770304.4505931	Q9NY12
NaN		high	216	23.743	24899873.1502167	15	15	221392542.931	P23284
NaN		high	911	99.997	1586928.15560917	26	26	3345480.42995949	Q9Y2U8
NaN		high	1599	175.491	2140910.340785	33	37	2571399.89158688	Q04637
NaN		high	1118	121.888	878008.871518333	28	29	1508261.70957653	Q9NZB2
NaN		low	1912	214.76	120153160.574167	1	1	120688785.346066	P23468
NaN		medium	504	57.58	NaN	7	7	0	Q13217
NaN		low	3926	416.469	NaN	1	2	0	Q9UPA5
NaN		high	439	48.949	NaN	9	9	0	Q06265
NaN		medium	158	18.007	NaN	4	4	0	P63279
NaN		high	1210	132.37	714877.529125	21	22	1134660.35491973	Q96KQ7
NaN		high	1046	116.925	493456.410344167	16	16	906017.770100666	O15294
NaN		high	456	50.228	2766047.8732925	18	18	11649692.3066835	Q9Y265
NaN		high	377	41.237	999392.438088333	13	13	5091131.49179351	O75381
NaN		high	556	62.004	1389482.64499167	14	14	4799521.48650166	Q9Y5J1
NaN		high	249	27.893	9025273.7356	7	8	69611443.712372	Q9P0L0
NaN		high	483	55.874	3542265.51904	14	14	14084894.1018676	Q96A33
NaN		medium	1063	118.49	1393271.05429417	4	4	2517224.52986294	Q5ST30
NaN		medium	289	31.382	NaN	3	3	0	Q96FX7
NaN		high	445	52.221	NaN	15	15	0	P60228
NaN		high	529	57.862	2276901.09186667	13	13	8266241.67777948	P52292
NaN		medium	449	49.229	11919079.1079583	11	20	50981894.0843993	P31943
NaN		medium	1052	121.905	9114991.68559167	39	56	16640261.318985	O60264
NaN		high	467	52.993	634480.887168333	12	12	2609283.50438456	Q9NPF5
NaN		high	741	84.16	1171247.628525	14	15	3035638.98602707	Q8IWA4
NaN		medium	376	42.009	904268.464468333	7	7	4618799.87841809	Q5T280
NaN		high	943	106.834	570708.041010833	16	16	1162309.81190423	Q03188
NaN		medium	178	20.252	23509036.913	4	4	253649751.241834	P62913
NaN		low	200	22.522	2423544.42969167	1	1	23272369.0532661	Q9NUS5
NaN		low	397	43.396	3352905.4641925	1	1	16219983.458652	Q7Z7M8
NaN		medium	327	37.764	NaN	7	7	0	Q9Y375
NaN	+	high	103	11.367	1307750693.01167	14	14	24384134169.2347	P62805
NaN		high	282	32.689	4977787.79071667	8	10	33900560.2074468	Q13595
NaN		high	1007	113.597	525268.345115833	9	10	1001777.70898587	Q5T8P6
NaN		high	392	43.964	960364.025194167	13	13	4705106.10157107	Q9NWT1
NaN		high	781	85.497	1220316.47954333	20	24	3000827.61292349	P35222
NaN		high	526	53.426	12972446.407775	8	10	47364804.1858619	P35637
NaN		medium	376	42.997	NaN	4	4	0	Q8NCH0
NaN		low	595	69.69	NaN	1	1	0	P35240
NaN		medium	711	80.492	NaN	5	5	0	Q9H116
NaN		low	80	9.161	NaN	1	1	0	P24311
NaN		high	210	23.671	NaN	9	9	0	P82979
NaN		high	245	26.599	3964595.35021667	9	9	31077951.7486291	P56537
NaN		high	504	55.181	18222571.9935833	18	18	69438246.2122394	Q9UMS4
NaN		high	1194	133.938	975584.7473425	40	40	1569207.15662301	Q7L2E3
NaN		high	671	74.317	1625211.0358225	14	15	4651648.04667282	Q7Z4V5
NaN		low	340	38.035	516589.477883333	1	2	2918006.42724331	A6NIE6
NaN		low	1603	182.178	NaN	1	1	0	Q7Z4N2
NaN		high	692	76.108	NaN	13	13	0	O43823
NaN		low	864	101.462	NaN	1	1	0	Q6N069
NaN		low	170	19.155	NaN	1	1	0	Q96F10
NaN		high	328	35.816	6042055.97735	11	11	35377774.2215897	Q13011
NaN		high	353	37.43	176475474.125083	25	26	960128269.74795	P22626
NaN		high	380	42.593	4577001.755375	13	14	23132207.9355626	P39748
NaN		high	1041	119.264	NaN	23	24	0	O60231
NaN		high	916	103.702	NaN	17	17	0	Q8IWX8
NaN		low	615	66.89	NaN	1	1	0	Q8NAG6
NaN		high	115	11.665	16614299.31675	6	8	277462180.579171	P05387
NaN		high	483	53.704	287155025.161	43	57	1141796993.61101	P05787
NaN		medium	430	48.058	119945754.7975	25	42	535717744.028766	P05783
NaN		medium	142	15.522	3336117.74597167	6	6	45120367.7975587	Q9NS69
NaN		medium	140	15.054	986025.6661775	7	7	13526324.1003206	P07737
NaN		high	207	23.49	5925140.92989333	14	15	54972810.9137381	P51149
NaN		high	243	26.688	8299552.23794167	16	16	65594585.8416049	P23396
NaN		low	205	22.678	7094290.09520917	6	13	66462196.0979177	P62820
NaN		high	161	18.491	13664829.7431833	10	10	163003884.506898	O75947
NaN		high	364	39.42	3664349.99316667	17	22	19333708.6309669	P04075
NaN		high	529	56.56	30204011.3276667	24	24	109655029.884584	P06576
NaN		high	586	66.408	37497518.0066667	43	47	122892254.4739	P20700
NaN		low	444	49.671	7047373.977375	4	21	30483438.507883	P07437
NaN		medium	639	65.433	9009332.631	27	42	27077674.8354093	P35908
NaN		high	306	32.463	13205615.322	17	17	82881350.8491795	Q9UKM9
NaN		high	664	74.139	112262836.679167	53	54	324703924.44959	P02545
NaN		high	225	26.131	1799018.31381667	12	12	15355807.935149	O75934
NaN		medium	86	10.192	5217008.4553	6	6	116504498.428091	P14854
NaN		high	573	61.055	20344955.814225	33	33	68190163.8778156	P10809
NaN		high	272	29.804	15325976.8353417	19	19	108212857.655729	P35232
NaN		high	322	35.619	4505153.96272083	16	17	26870352.943529	Q9H9B4
NaN		high	283	30.773	30092990.6959167	16	16	204220116.914333	P21796
NaN		high	254	28.994	9083432.829	15	15	68680887.3414088	P50402
NaN		high	299	33.296	18823337.3711417	19	19	120905217.598844	Q99623
NaN		high	216	23.483	4175330.52051667	7	9	37124166.6950644	P51148
NaN		high	136	14.57	7249778.18313333	8	8	102377711.123498	P37108
NaN		medium	212	23.546	1983584.88463417	7	13	17969439.6473305	P61019
NaN		medium	115	12.784	10372739.3063333	7	7	173226857.879765	P62888
NaN		high	4684	531.791	29563586.6210758	282	291	12121596.9615833	Q15149
NaN		high	213	23.277	9075700.61246667	12	12	81831434.1871359	P48047
NaN		high	607	68.569	13714851.7279417	32	32	43393235.2525824	P04843
NaN		high	165	18.012	2185293.91403333	8	9	25435806.7761112	P62937
NaN		medium	145	15.928	1139749.4801325	7	7	15095969.3607537	P57105
NaN		high	338	35.503	36451163.048	18	18	207116307.48275	P40926
NaN		high	644	66.039	36339304.2645833	38	46	108370317.573112	P04264
NaN		high	218	24.489	4783330.472845	13	14	42139899.7588149	Q15907
NaN		medium	116	13.459	3155316.67913333	5	5	52240168.4997198	Q16718
NaN		high	758	83.678	12750401.7324167	48	48	32305336.4179838	Q16891
NaN		high	111	13.53	8595258.84231667	10	10	148715277.617035	P14927
NaN		high	730	77.516	35627658.3099167	44	44	93731166.8520925	P52272
NaN		high	165	17.819	21359689.7906667	9	9	248616874.290524	P30050
NaN		high	264	29.945	20404674.9738333	18	18	148438090.70454	P61247
NaN		high	508	57.116	7696053.55971583	27	27	29095376.0246214	P07237
NaN		medium	263	29.598	15823751.1239167	14	20	115550891.468077	P62701
NaN		high	211	23.338	1020653.22803083	11	11	9289992.49853323	Q9BRJ7
NaN		low	146	17.164	891782.013356667	1	11	11730741.319359	P61326
NaN		low	473	51.268	1609769.54815	14	30	6536152.43291399	P08779
NaN		low	148	17.276	1932059.91146667	1	11	25071393.8385362	Q96A72
NaN		high	346	36.926	14580012.9238	15	16	80928485.9183938	P31942
NaN		low	298	33.064	3828938.092225	5	17	24676393.4188	P12235
NaN		high	151	16.93	1553324.72739917	6	8	19756268.2197598	P60660
NaN		high	221	25.542	10471475.1278833	13	14	90998701.8678472	Q13242
NaN		high	357	39.311	1718596.84395	14	14	9245393.4731677	Q96DI7
NaN		high	283	30.659	18978636.43145	14	14	128794754.568254	Q9Y277
NaN		low	298	32.866	9295593.14564167	6	19	59907396.776337	P12236
NaN		low	472	51.561	799984.311550833	4	32	3255060.5876911	P02533
NaN		medium	51	6.035	7900530.77734167	5	5	297512829.482795	Q8N4H5
NaN		medium	102	10.932	11136638.8816783	7	7	209687996.793747	P61604
NaN		high	553	59.751	35342592.538425	34	34	122741910.153152	P25705
NaN		high	158	18.431	11602988.0599167	12	12	141036773.333338	P62280
NaN		medium	89	10.059	10468166.7828417	5	5	225891678.187593	O75531
NaN		medium	99	11.25	2086113.63414167	4	4	40468990.5938126	Q9C005
NaN		high	215	23.897	6060237.91171667	11	11	54134087.3267841	P61106
NaN		high	346	38.714	26407939.27175	19	19	146581114.341743	P04083
NaN		high	505	56.782	6070688.30607833	26	26	23086928.7173592	P30101
NaN		high	174	19.889	9106637.30625	8	8	100514426.014233	Q9Y5S9
NaN	+	low	136	15.404	63591733.75	2	11	898010391.938104	P68431
NaN		high	394	43.787	4900948.90774667	18	18	23889307.3731299	Q9UQ80
NaN		medium	146	16.572	592684.907776667	6	7	7796337.25830208	P12273
NaN		medium	89	10.378	1705018.50406917	5	5	36792448.8800064	Q9Y5J7
NaN		high	294	31.567	30327116.31875	12	12	198108628.660271	P45880
NaN		high	289	32.004	4193744.227675	17	17	27869148.656689	Q96HS1
NaN		high	400	44.876	3117127.42374667	20	20	14966290.4675361	Q9BTV4
NaN		high	185	21.418	2812076.925475	8	9	29192754.4003845	P83916
NaN		high	303	33.331	10832661.8479833	14	14	68661322.3229946	Q9Y6C9
NaN		high	477	53.354	10132757.84995	26	26	40797062.162255	Q6NUK1
NaN		high	368	40.968	1942680.5864625	15	15	10138487.888737	P78406
NaN		high	317	34.274	13253854.24325	16	16	80297594.1241261	P05388
NaN		high	145	16.06	13182019.25	10	10	174595700.353144	P39019
NaN		medium	646	70.898	17044602.5630833	19	31	50672690.7496549	P11142
NaN		high	208	23.865	2124644.97792167	12	12	19617453.925519	Q8WUY1
NaN		high	191	22.225	10336212.3522917	9	9	103931611.444326	P45973
NaN		high	264	30.242	1967400.41219667	13	13	14312267.2236781	O75489
NaN	+	low	126	13.92	263299860.155833	3	10	4013282103.88455	Q5QNW6
NaN		medium	89	10.35	1848821.67356667	2	4	39895565.2097662	Q96FJ2
NaN		high	655	70.39	3224545.47107667	29	29	9454679.48319214	P49748
NaN		medium	130	14.84	5491249.2753	7	7	81123636.7646616	P62244
NaN		high	452	49.542	8421536.37784917	23	23	35782649.9021311	P49411
NaN		high	183	20.811	9308092.45558333	8	9	97685297.5775478	Q13185
NaN		high	227	26.152	10890717.0116417	14	14	92140427.157281	Q9NX63
NaN		high	583	66.248	3405599.65216667	24	25	11218754.4676196	Q5JTV8
NaN		high	149	16.838	7365468.005775	8	8	94936602.1838555	P0DP24
NaN		high	504	55.993	6923606.137625	23	24	26382832.6665559	P34897
NaN		medium	135	15.55	3306172.30523417	7	7	47033935.6097464	P08708
NaN		high	434	47.169	1442173.8308575	15	18	6381863.13920042	P06733
NaN		medium	114	13.242	1303969.428175	6	6	21967577.2964532	P06702
NaN		high	152	17.719	11624012.3316667	11	11	146869656.531094	P62269
NaN		high	255	28.416	80679586.3258333	15	15	607635428.195283	P09661
NaN		high	176	20.762	12895401.9329167	11	11	140715461.842286	Q02543
NaN		high	248	29.226	14989405.9384167	15	15	116078649.177142	P18124
NaN		high	295	32.854	9359192.669975	14	14	60930673.2699989	P08865
NaN		medium	81	9.37	6600061.94547333	5	5	156488561.345435	O00483
NaN		high	803	92.469	8351311.89637667	39	40	19973711.077448	P14625
NaN		low	427	49.13	1794519.9469475	7	19	8071235.51881206	O00148
